codice_istat,Comune,Codice_Regione,Codice_Provincia,Nuclei_familiari_percettori_RDC_luglio_2020,Nuclei_familiari_percettori_PDC_luglio_2020,Individui_coinvolti_luglio_2020,Numero_componenti_per_famiglia,Numero_donne_per_famiglia,Numero_minori_<_18_anni_per_famiglia,Numero_anziani_>_75_anni_per_famiglia,Importo_medio_mensile,Dev.standard_importo_mensile,Uomini_residenti_al_1-1-2020,Donne_residenti_al_1-1-2020,Popolazione_residente_al_1-1-2020,Takeup,Takeup_donne
c210,castelmola,19.0,83.0,26.0,0.0,58.0,2.071,1.0,0.571,0.036,516.784,218.025,531.0,552.0,1083.0,0.054,0.051
c211,castelmorrone,15.0,61.0,87.0,12.0,241.0,2.434,1.384,0.566,0.101,515.431,306.242,1781.0,1914.0,3695.0,0.065,0.072
c213,castelnovetto,3.0,18.0,6.0,0.0,14.0,1.75,1.25,0.25,0.125,517.744,305.817,254.0,277.0,531.0,0.026,0.036
c214,castelnuovodiceva,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,55.0,107.0,0.0,0.0
c215,castelnovobariano,5.0,29.0,19.0,0.0,46.0,2.19,1.143,0.476,0.143,510.402,276.785,1312.0,1339.0,2651.0,0.017,0.018
c216,castelnuovo,4.0,22.0,4.0,0.0,12.0,2.4,1.4,1.0,0.0,320.854,275.183,533.0,527.0,1060.0,0.011,0.013
c217,castelnovodelfriuli,6.0,93.0,5.0,0.0,5.0,1.0,0.2,0.0,0.0,468.348,154.329,413.0,416.0,829.0,0.006,0.002
c218,castelnovodisotto,8.0,35.0,45.0,5.0,138.0,2.76,1.38,1.0,0.04,566.24,285.344,4183.0,4306.0,8489.0,0.016,0.016
c219,castelnovone'monti,8.0,35.0,56.0,8.0,156.0,2.438,1.359,0.484,0.062,488.126,271.266,5121.0,5343.0,10464.0,0.015,0.016
c220,castelnuovobozzente,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.107,358.866,440.0,462.0,902.0,0.0,0.0
c222,castelnuovodelladaunia,16.0,71.0,21.0,0.0,55.0,2.292,1.125,0.5,0.125,539.145,259.574,657.0,694.0,1351.0,0.041,0.039
c223,castelnuovoparano,12.0,60.0,16.0,0.0,33.0,2.062,1.0,0.5,0.0,576.044,254.126,426.0,439.0,865.0,0.038,0.036
c224,castelnuovodifarfa,12.0,57.0,23.0,7.0,62.0,2.067,1.0,0.533,0.167,473.484,295.084,529.0,503.0,1032.0,0.06,0.06
c225,castelnuovodelgarda,5.0,23.0,51.0,10.0,105.0,1.721,1.0,0.426,0.131,415.523,242.578,6541.0,6746.0,13287.0,0.008,0.009
c226,castelnuovobelbo,1.0,5.0,14.0,0.0,40.0,2.667,1.467,0.733,0.067,580.453,296.791,400.0,425.0,825.0,0.048,0.052
c227,castelnuovoberardenga,9.0,52.0,37.0,8.0,98.0,2.178,1.2,0.356,0.067,431.445,256.534,4310.0,4582.0,8892.0,0.011,0.012
c228,castelnuovoboccad'adda,3.0,98.0,7.0,0.0,19.0,2.375,1.375,0.875,0.0,613.557,404.586,776.0,797.0,1573.0,0.012,0.014
c229,castelnuovobormida,1.0,6.0,8.0,0.0,19.0,2.375,1.25,1.0,0.0,521.289,261.719,303.0,323.0,626.0,0.03,0.031
c230,castelnuovocalcea,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.273,280.697,372.0,355.0,727.0,0.0,0.0
c231,castelnuovocilento,15.0,65.0,98.0,4.0,256.0,2.51,1.382,0.696,0.01,511.254,255.715,1339.0,1456.0,2795.0,0.092,0.097
c232,castelnuovodonbosco,1.0,5.0,31.0,9.0,73.0,1.825,0.9,0.325,0.15,468.706,222.811,1523.0,1592.0,3115.0,0.023,0.023
c235,castelnuovodiconza,15.0,65.0,33.0,4.0,61.0,1.649,0.73,0.27,0.0,417.279,233.772,303.0,294.0,597.0,0.102,0.092
c236,castelnuovodigarfagnana,9.0,46.0,56.0,12.0,164.0,2.412,1.397,0.676,0.132,455.444,300.711,2829.0,3014.0,5843.0,0.028,0.032
c237,castelnuovodiporto,12.0,58.0,183.0,23.0,404.0,1.961,1.073,0.422,0.053,487.317,258.738,4086.0,4195.0,8281.0,0.049,0.053
c240,castelnuovomagra,7.0,11.0,76.0,19.0,201.0,2.116,1.242,0.516,0.147,488.02,262.622,4087.0,4276.0,8363.0,0.024,0.028
c241,castelnuovonigra,1.0,1.0,10.0,0.0,12.0,1.2,0.4,0.1,0.0,461.155,136.734,215.0,201.0,416.0,0.029,0.02
c242,castelnuovorangone,8.0,36.0,47.0,7.0,129.0,2.389,1.185,0.667,0.093,463.059,297.961,7590.0,7497.0,15087.0,0.009,0.009
c243,castelnuovoscrivia,1.0,6.0,38.0,6.0,93.0,2.114,1.114,0.386,0.045,460.946,268.137,2437.0,2564.0,5001.0,0.019,0.019
c244,castelnuovodivaldicecina,9.0,50.0,28.0,0.0,91.0,3.138,1.517,1.207,0.034,396.107,226.387,1056.0,1098.0,2154.0,0.042,0.04
c245,castelpagano,15.0,62.0,13.0,0.0,28.0,2.154,0.846,0.538,0.0,594.453,248.987,693.0,701.0,1394.0,0.02,0.016
c246,castelpetroso,14.0,94.0,15.0,4.0,41.0,2.158,0.947,0.579,0.158,447.448,258.409,823.0,795.0,1618.0,0.025,0.023
c247,castelpizzuto,14.0,94.0,9.0,0.0,20.0,2.222,1.0,0.222,0.0,653.66,187.273,90.0,66.0,156.0,0.128,0.136
c248,castelplanio,11.0,42.0,13.0,0.0,26.0,1.857,0.643,0.357,0.0,421.172,161.973,1736.0,1789.0,3525.0,0.007,0.005
c250,castelpoto,15.0,62.0,34.0,0.0,90.0,2.5,1.333,0.639,0.056,504.718,259.493,569.0,599.0,1168.0,0.077,0.08
c251,castelraimondo,11.0,43.0,34.0,0.0,79.0,2.135,1.0,0.351,0.216,476.032,247.045,2161.0,2281.0,4442.0,0.018,0.016
c252,castelritaldi,10.0,54.0,29.0,6.0,78.0,2.229,1.286,0.486,0.143,430.191,288.546,1540.0,1609.0,3149.0,0.025,0.028
c253,castelrocchero,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,196.0,394.0,0.0,0.0
c254,castelrotto/kastelruth,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3506.0,3416.0,6922.0,0.0,0.0
c255,castelrozzone,3.0,16.0,5.0,0.0,11.0,1.833,1.333,0.167,0.167,308.205,197.822,1397.0,1437.0,2834.0,0.004,0.006
c259,castelsangiorgio,15.0,65.0,307.0,25.0,844.0,2.542,1.349,0.593,0.096,505.026,259.706,6625.0,6780.0,13405.0,0.063,0.066
c261,castelsangiovanni,8.0,33.0,92.0,7.0,256.0,2.586,1.434,0.768,0.051,469.372,280.057,6822.0,7012.0,13834.0,0.019,0.02
c262,castelsanlorenzo,15.0,65.0,52.0,0.0,115.0,2.13,1.019,0.407,0.093,512.62,233.612,1099.0,1193.0,2292.0,0.05,0.046
c263,castelsanniccolò,9.0,51.0,27.0,4.0,75.0,2.419,1.161,0.548,0.097,431.251,294.008,1278.0,1334.0,2612.0,0.029,0.027
c265,castelsanpietroterme,8.0,37.0,115.0,29.0,315.0,2.188,1.208,0.528,0.125,398.132,282.495,10192.0,10632.0,20824.0,0.015,0.016
c266,castelsanpietroromano,12.0,58.0,17.0,0.0,36.0,2.118,1.059,0.588,0.0,519.519,234.32,412.0,433.0,845.0,0.043,0.042
c267,castelsantangelosulnera,11.0,43.0,5.0,0.0,7.0,1.4,0.8,0.2,0.0,539.99,89.464,134.0,114.0,248.0,0.028,0.035
c268,castelsant'angelo,12.0,57.0,27.0,0.0,49.0,1.815,0.852,0.37,0.037,509.629,212.936,629.0,618.0,1247.0,0.039,0.037
c269,castelsant'elia,12.0,56.0,61.0,6.0,169.0,2.522,1.224,0.582,0.045,482.091,292.9,1238.0,1260.0,2498.0,0.068,0.065
c270,castelsanvincenzo,14.0,94.0,15.0,0.0,29.0,1.812,0.938,0.312,0.062,453.989,207.804,245.0,238.0,483.0,0.06,0.063
c271,castelsaraceno,17.0,76.0,11.0,0.0,29.0,2.071,1.0,0.286,0.143,375.091,273.803,612.0,662.0,1274.0,0.023,0.021
c272,castelsardo,20.0,90.0,118.0,20.0,280.0,2.029,1.036,0.355,0.051,433.706,243.812,2936.0,2948.0,5884.0,0.048,0.049
c273,castelseprio,3.0,12.0,5.0,0.0,7.0,1.4,0.6,0.2,0.0,482.648,234.975,637.0,664.0,1301.0,0.005,0.005
c274,castelspina,1.0,6.0,5.0,5.0,18.0,1.8,0.9,0.3,0.1,353.694,293.071,195.0,215.0,410.0,0.044,0.042
c275,casteltermini,19.0,84.0,323.0,29.0,785.0,2.23,1.105,0.446,0.034,557.931,242.976,3678.0,3992.0,7670.0,0.102,0.097
c276,castelvecchiodiroccabarbena,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.46,183.183,69.0,76.0,145.0,0.0,0.0
c278,castelvecchiocalvisio,13.0,66.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,71.0,124.0,0.008,0.0
c279,castelvecchiosubequo,13.0,66.0,20.0,4.0,39.0,1.625,0.958,0.292,0.083,410.267,235.626,402.0,472.0,874.0,0.045,0.049
c280,castelvenere,15.0,62.0,63.0,4.0,136.0,2.03,1.015,0.403,0.03,532.996,215.4,1312.0,1317.0,2629.0,0.052,0.052
c282,verrès,2.0,7.0,35.0,4.0,73.0,1.872,0.897,0.513,0.051,380.829,206.206,1269.0,1308.0,2577.0,0.028,0.027
c283,castelveteresulcalore,15.0,64.0,20.0,0.0,41.0,1.952,0.952,0.571,0.048,563.231,164.808,778.0,790.0,1568.0,0.026,0.025
c284,castelvetereinvalfortore,15.0,62.0,10.0,0.0,23.0,2.091,1.0,0.273,0.182,364.685,213.172,518.0,576.0,1094.0,0.021,0.019
c285,caulonia,18.0,80.0,334.0,26.0,848.0,2.356,1.236,0.592,0.061,493.074,226.38,3463.0,3496.0,6959.0,0.122,0.127
c286,castelvetrano,19.0,81.0,1767.0,160.0,4295.0,2.229,1.149,0.529,0.057,539.196,243.843,14986.0,15554.0,30540.0,0.141,0.142
c287,castelvetrodimodena,8.0,36.0,45.0,6.0,142.0,2.784,1.471,0.902,0.118,453.906,344.894,5706.0,5583.0,11289.0,0.013,0.013
c288,castelvetropiacentino,8.0,33.0,20.0,4.0,40.0,1.667,0.917,0.208,0.125,445.41,248.798,2594.0,2656.0,5250.0,0.008,0.008
c289,castelviscardo,10.0,55.0,16.0,9.0,48.0,1.92,1.08,0.36,0.24,388.414,251.939,1369.0,1443.0,2812.0,0.017,0.019
c290,castelvisconti,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,148.0,306.0,0.0,0.0
c291,castelvolturno,15.0,61.0,2554.0,199.0,7459.0,2.709,1.423,0.806,0.043,636.15,294.354,13423.0,12751.0,26174.0,0.285,0.307
c292,castenaso,8.0,37.0,53.0,7.0,143.0,2.383,1.45,0.75,0.117,372.809,287.169,7513.0,8176.0,15689.0,0.009,0.011
c293,castenedolo,3.0,17.0,55.0,12.0,139.0,2.075,1.134,0.418,0.179,387.077,254.822,5725.0,5750.0,11475.0,0.012,0.013
c294,châtillon,2.0,7.0,34.0,9.0,79.0,1.837,1.093,0.326,0.14,455.314,260.833,2181.0,2343.0,4524.0,0.017,0.02
c296,castiglionedeipepoli,8.0,37.0,36.0,7.0,82.0,1.907,0.93,0.419,0.047,409.631,266.845,2714.0,2752.0,5466.0,0.015,0.015
c297,castiglionedisicilia,19.0,87.0,98.0,10.0,233.0,2.157,1.037,0.491,0.037,523.638,242.059,1494.0,1569.0,3063.0,0.076,0.071
c298,castiglionemessermarino,13.0,69.0,17.0,0.0,38.0,1.9,1.0,0.45,0.05,433.35,219.233,789.0,849.0,1638.0,0.023,0.024
c300,castiglioneolona,3.0,12.0,41.0,6.0,96.0,2.043,1.043,0.426,0.064,469.801,220.809,3800.0,3841.0,7641.0,0.013,0.013
c301,castiglionecosentino,18.0,78.0,97.0,10.0,245.0,2.29,1.121,0.458,0.019,506.454,241.233,1480.0,1360.0,2840.0,0.086,0.088
c302,castiglionechiavarese,7.0,10.0,18.0,0.0,33.0,1.65,0.8,0.35,0.05,506.461,190.148,745.0,829.0,1574.0,0.021,0.019
c303,castiglionedigarfagnana,9.0,46.0,9.0,0.0,17.0,1.7,0.9,0.0,0.0,416.634,294.872,871.0,880.0,1751.0,0.01,0.01
c304,castiglioned'adda,3.0,98.0,26.0,5.0,77.0,2.484,1.29,0.645,0.065,472.795,278.036,2313.0,2304.0,4617.0,0.017,0.017
c306,castiglionedelgenovesi,15.0,65.0,31.0,0.0,86.0,2.529,1.471,0.794,0.029,467.682,233.735,695.0,626.0,1321.0,0.065,0.08
c307,castiglionetorinese,1.0,1.0,31.0,0.0,74.0,2.242,1.121,0.424,0.0,542.218,284.368,3207.0,3294.0,6501.0,0.011,0.011
c308,castiglioneacasauria,13.0,68.0,14.0,4.0,35.0,1.944,0.833,0.5,0.056,438.222,254.172,389.0,374.0,763.0,0.046,0.04
c309,castiglionedellago,10.0,54.0,166.0,33.0,445.0,2.236,1.211,0.563,0.09,485.715,255.689,7168.0,7603.0,14771.0,0.03,0.032
c310,castiglionedellapescaia,9.0,53.0,44.0,10.0,100.0,1.852,1.056,0.352,0.185,390.351,196.947,3505.0,3611.0,7116.0,0.014,0.016
c311,colledara,13.0,67.0,28.0,0.0,70.0,2.333,1.1,0.467,0.0,579.38,217.074,1066.0,1082.0,2148.0,0.033,0.03
c312,castiglionedellestiviere,3.0,20.0,213.0,22.0,578.0,2.46,1.298,0.723,0.081,523.079,296.184,11644.0,11826.0,23470.0,0.025,0.026
c313,castiglioned'orcia,9.0,52.0,22.0,0.0,59.0,2.36,1.32,0.64,0.0,389.964,217.099,1074.0,1153.0,2227.0,0.026,0.029
c314,castiglionefalletto,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.98,0.028,357.0,339.0,696.0,0.0,0.0
c315,castiglioneinteverina,12.0,56.0,27.0,0.0,69.0,2.3,1.267,0.567,0.1,449.701,252.866,1120.0,1172.0,2292.0,0.03,0.032
c316,castiglionemesserraimondo,13.0,67.0,12.0,4.0,28.0,1.75,0.938,0.25,0.188,459.606,299.177,1096.0,1051.0,2147.0,0.013,0.014
c317,castiglionetinella,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,429.0,836.0,0.0,0.0
c318,castiglionfibocchi,9.0,51.0,12.0,0.0,22.0,1.833,1.0,0.583,0.0,609.943,221.247,1072.0,1042.0,2114.0,0.01,0.012
c319,castiglionfiorentino,9.0,51.0,108.0,11.0,304.0,2.555,1.429,0.731,0.134,476.568,281.802,6492.0,6599.0,13091.0,0.023,0.026
c321,castignano,11.0,44.0,14.0,0.0,41.0,2.733,1.067,0.8,0.0,402.16,277.175,1322.0,1362.0,2684.0,0.015,0.012
c322,castilenti,13.0,67.0,12.0,0.0,21.0,1.75,0.583,0.0,0.0,564.912,191.176,742.0,687.0,1429.0,0.015,0.01
c323,castino,1.0,4.0,4.0,0.0,4.0,1.0,0.5,0.0,0.0,419.462,174.65,249.0,226.0,475.0,0.008,0.009
c324,castionedellapresolana,3.0,16.0,19.0,0.0,33.0,1.5,0.864,0.136,0.045,473.037,223.816,1693.0,1686.0,3379.0,0.01,0.011
c325,castioneandevenno,3.0,14.0,6.0,0.0,17.0,2.833,0.833,1.0,0.0,572.473,293.855,790.0,777.0,1567.0,0.011,0.006
c327,castionsdistrada,6.0,30.0,15.0,0.0,33.0,1.833,0.889,0.444,0.0,411.206,206.82,1826.0,1905.0,3731.0,0.009,0.008
c329,castiragavidardo,3.0,98.0,13.0,0.0,34.0,2.125,1.375,0.875,0.062,442.091,243.325,1429.0,1404.0,2833.0,0.012,0.016
c330,casto,3.0,17.0,4.0,0.0,8.0,2.0,1.25,0.75,0.0,468.945,142.505,860.0,809.0,1669.0,0.005,0.006
c331,castorano,11.0,44.0,25.0,4.0,74.0,2.552,1.379,0.828,0.034,520.731,275.116,1137.0,1163.0,2300.0,0.032,0.034
c332,castrezzato,3.0,17.0,71.0,5.0,237.0,3.118,1.618,1.039,0.079,476.153,294.545,3655.0,3729.0,7384.0,0.032,0.033
c334,castridilecce,16.0,75.0,58.0,4.0,123.0,1.984,1.016,0.274,0.032,483.719,240.38,1382.0,1423.0,2805.0,0.044,0.044
c335,castrignanode'greci,16.0,75.0,67.0,8.0,159.0,2.12,1.08,0.387,0.053,528.342,233.829,1821.0,1958.0,3779.0,0.042,0.041
c336,castrignanodelcapo,16.0,75.0,83.0,10.0,200.0,2.151,1.043,0.398,0.043,442.136,223.093,2491.0,2716.0,5207.0,0.038,0.036
c337,castro,3.0,16.0,12.0,0.0,23.0,1.643,0.714,0.214,0.143,397.05,298.662,648.0,638.0,1286.0,0.018,0.016
c338,castrodeivolsci,12.0,60.0,66.0,7.0,190.0,2.603,1.356,0.603,0.041,563.782,235.889,2232.0,2374.0,4606.0,0.041,0.042
c339,castrocarotermeeterradelsole,8.0,40.0,51.0,12.0,82.0,1.302,0.778,0.095,0.127,409.976,236.447,3071.0,3230.0,6301.0,0.013,0.015
c340,castrocielo,12.0,60.0,96.0,6.0,205.0,2.01,1.049,0.412,0.049,529.792,229.862,1881.0,1993.0,3874.0,0.053,0.054
c341,castrofilippo,19.0,84.0,106.0,8.0,386.0,3.386,1.763,1.123,0.044,501.334,304.578,1284.0,1450.0,2734.0,0.141,0.139
c342,enna,19.0,86.0,662.0,63.0,1601.0,2.208,1.182,0.557,0.073,519.728,261.127,12581.0,13787.0,26368.0,0.061,0.062
c343,castronno,3.0,12.0,22.0,0.0,56.0,2.24,1.12,0.52,0.08,439.574,244.037,2523.0,2540.0,5063.0,0.011,0.011
c344,castronovodisicilia,19.0,82.0,57.0,9.0,126.0,1.909,1.121,0.409,0.091,479.069,217.305,1414.0,1524.0,2938.0,0.043,0.049
c345,castronuovodisant'andrea,17.0,76.0,20.0,0.0,32.0,1.391,0.609,0.217,0.0,523.161,139.89,463.0,506.0,969.0,0.033,0.028
c346,castropignano,14.0,70.0,25.0,0.0,50.0,1.852,0.889,0.333,0.111,435.873,215.546,427.0,472.0,899.0,0.056,0.051
c347,castroreale,19.0,83.0,51.0,5.0,126.0,2.25,1.054,0.643,0.036,548.412,236.949,1117.0,1181.0,2298.0,0.055,0.05
c348,castroregio,18.0,78.0,14.0,0.0,25.0,1.667,0.6,0.2,0.0,465.555,147.845,134.0,118.0,252.0,0.099,0.076
c349,castrovillari,18.0,78.0,1047.0,69.0,2596.0,2.326,1.243,0.53,0.037,551.44,250.288,10425.0,11241.0,21666.0,0.12,0.123
c351,catania,19.0,87.0,20570.0,1824.0,60738.0,2.712,1.408,0.709,0.066,610.14,284.102,142230.0,154036.0,296266.0,0.205,0.205
c352,catanzaro,18.0,79.0,3608.0,380.0,9708.0,2.434,1.298,0.593,0.069,540.113,272.481,41665.0,45732.0,87397.0,0.111,0.113
c353,catenanuova,19.0,86.0,182.0,12.0,479.0,2.469,1.351,0.753,0.046,555.698,255.399,2242.0,2356.0,4598.0,0.104,0.111
c354,catignano,13.0,68.0,21.0,0.0,40.0,1.739,0.652,0.217,0.13,524.19,210.082,642.0,626.0,1268.0,0.032,0.024
c356,cattolicaeraclea,19.0,84.0,183.0,16.0,466.0,2.342,1.161,0.518,0.08,590.915,235.535,1694.0,1779.0,3473.0,0.134,0.13
c357,cattolica,8.0,99.0,131.0,18.0,329.0,2.208,1.181,0.456,0.081,449.238,272.818,8034.0,8962.0,16996.0,0.019,0.02
c359,cautano,15.0,62.0,49.0,0.0,134.0,2.577,1.192,0.808,0.077,471.275,237.004,1017.0,968.0,1985.0,0.068,0.064
c360,cavamanara,3.0,18.0,46.0,7.0,102.0,1.925,0.887,0.434,0.113,433.38,218.236,3248.0,3450.0,6698.0,0.015,0.014
c361,cavade'tirreni,15.0,65.0,1257.0,147.0,3540.0,2.521,1.34,0.557,0.116,539.349,299.447,24723.0,26378.0,51101.0,0.069,0.071
c363,cavaglià,1.0,96.0,42.0,0.0,77.0,1.791,0.837,0.349,0.023,552.684,169.671,1782.0,1762.0,3544.0,0.022,0.02
c364,cavaglietto,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.975,367.66,204.0,185.0,389.0,0.0,0.0
c365,cavagliod'agogna,1.0,3.0,9.0,0.0,20.0,2.0,1.0,0.7,0.1,588.442,229.61,581.0,591.0,1172.0,0.017,0.017
c369,cavagnolo,1.0,1.0,30.0,5.0,75.0,2.143,1.314,0.629,0.029,600.233,304.342,1133.0,1155.0,2288.0,0.033,0.04
c370,cavaionveronese,5.0,23.0,21.0,8.0,57.0,1.966,1.069,0.517,0.103,379.977,252.228,2919.0,3032.0,5951.0,0.01,0.01
c372,cavalese,4.0,22.0,14.0,4.0,38.0,2.111,1.056,0.556,0.222,288.105,223.674,2000.0,2133.0,4133.0,0.009,0.009
c375,cavallerleone,1.0,4.0,7.0,0.0,14.0,1.75,1.125,0.25,0.125,443.633,242.748,357.0,304.0,661.0,0.021,0.03
c376,cavallermaggiore,1.0,4.0,34.0,6.0,80.0,2.0,1.125,0.375,0.175,382.248,253.367,2689.0,2728.0,5417.0,0.015,0.016
c377,cavallino,16.0,75.0,308.0,30.0,783.0,2.317,1.225,0.515,0.059,534.108,262.547,6050.0,6536.0,12586.0,0.062,0.063
c378,cavallirio,1.0,3.0,8.0,0.0,30.0,2.727,1.273,0.455,0.273,537.2,369.907,651.0,661.0,1312.0,0.023,0.021
c380,cavareno,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.586,206.996,581.0,538.0,1119.0,0.0,0.0
c381,cavargna,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,95.0,194.0,0.0,0.0
c382,cavariaconpremezzo,3.0,12.0,23.0,4.0,58.0,2.148,1.185,0.444,0.074,535.941,286.711,2903.0,2851.0,5754.0,0.01,0.011
c383,cavarzere,5.0,27.0,128.0,32.0,372.0,2.325,1.169,0.612,0.188,464.623,310.32,6483.0,6819.0,13302.0,0.028,0.027
c384,cavasodeltomba,5.0,26.0,13.0,4.0,31.0,1.824,0.824,0.412,0.118,546.091,258.545,1404.0,1462.0,2866.0,0.011,0.01
c385,cavassonuovo,6.0,93.0,12.0,0.0,23.0,1.917,0.917,0.167,0.0,361.462,187.638,745.0,770.0,1515.0,0.015,0.014
c387,cavatore,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,144.0,264.0,0.0,0.0
c388,jesolo,5.0,27.0,103.0,27.0,252.0,1.938,1.092,0.423,0.192,402.973,270.699,12670.0,13386.0,26056.0,0.01,0.011
c389,cavazzocarnico,6.0,30.0,5.0,0.0,7.0,1.167,0.5,0.0,0.0,514.375,107.571,480.0,507.0,987.0,0.007,0.006
c390,cave,12.0,58.0,357.0,33.0,898.0,2.303,1.21,0.544,0.059,552.893,276.614,5328.0,5365.0,10693.0,0.084,0.088
c392,cavedago,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,259.0,546.0,0.0,0.0
c393,cavedine,4.0,22.0,9.0,0.0,20.0,1.818,0.818,0.455,0.091,414.566,242.798,1525.0,1495.0,3020.0,0.007,0.006
c394,cavenagod'adda,3.0,98.0,9.0,0.0,18.0,1.5,0.833,0.167,0.167,513.348,240.741,1055.0,1082.0,2137.0,0.008,0.009
c395,cavenagodibrianza,3.0,108.0,42.0,6.0,102.0,2.125,1.167,0.583,0.062,428.38,263.638,3668.0,3684.0,7352.0,0.014,0.015
c396,cavernago,3.0,16.0,8.0,0.0,29.0,3.625,2.125,1.5,0.0,678.815,227.494,1308.0,1312.0,2620.0,0.011,0.013
c398,cavezzo,8.0,36.0,22.0,6.0,65.0,2.321,1.143,0.571,0.286,390.493,253.912,3393.0,3637.0,7030.0,0.009,0.009
c400,cavizzana,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,121.0,235.0,0.0,0.0
c404,cavour,1.0,1.0,37.0,9.0,83.0,1.804,0.935,0.217,0.109,469.177,276.074,2694.0,2786.0,5480.0,0.015,0.015
c405,cavriago,8.0,35.0,74.0,8.0,211.0,2.573,1.402,0.78,0.061,486.93,280.213,4761.0,5059.0,9820.0,0.021,0.023
c406,cavriana,3.0,20.0,24.0,5.0,56.0,1.931,0.931,0.345,0.069,440.048,288.708,1850.0,1924.0,3774.0,0.015,0.014
c407,cavriglia,9.0,51.0,60.0,13.0,162.0,2.219,1.205,0.493,0.192,430.72,282.526,4754.0,4747.0,9501.0,0.017,0.019
c408,cazzagosanmartino,3.0,17.0,34.0,13.0,107.0,2.277,1.383,0.596,0.255,481.905,314.669,5477.0,5573.0,11050.0,0.01,0.012
c409,cazzagobrabbia,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.84,95.375,401.0,411.0,812.0,0.0,0.0
c410,cazzanosant'andrea,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.27,203.116,828.0,811.0,1639.0,0.0,0.0
c412,cazzanoditramigna,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.53,192.654,730.0,763.0,1493.0,0.0,0.0
c413,ceccano,12.0,60.0,467.0,57.0,1126.0,2.149,1.116,0.452,0.084,530.498,248.744,11015.0,11479.0,22494.0,0.05,0.051
c414,cecima,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.04,234.12,116.0,110.0,226.0,0.0,0.0
c415,cecina,9.0,49.0,303.0,63.0,805.0,2.199,1.213,0.516,0.117,463.334,272.83,13249.0,14643.0,27892.0,0.029,0.03
c417,cedegolo,3.0,17.0,12.0,0.0,29.0,2.071,1.214,0.429,0.071,382.506,333.661,562.0,578.0,1140.0,0.025,0.029
c418,cedrasco,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.88,17.041,208.0,219.0,427.0,0.0,0.0
c420,cefalàdiana,19.0,82.0,29.0,5.0,73.0,2.147,1.029,0.529,0.059,545.475,216.433,488.0,493.0,981.0,0.074,0.071
c421,cefalù,19.0,82.0,270.0,44.0,670.0,2.134,1.137,0.376,0.092,496.297,269.896,6830.0,7205.0,14035.0,0.048,0.05
c422,ceggia,5.0,27.0,29.0,6.0,75.0,2.143,1.057,0.6,0.171,432.732,279.825,2995.0,3100.0,6095.0,0.012,0.012
c424,cegliemessapica,16.0,74.0,430.0,43.0,1003.0,2.121,1.059,0.467,0.03,507.889,254.669,9163.0,10078.0,19241.0,0.052,0.05
c426,celano,13.0,66.0,276.0,20.0,718.0,2.426,1.176,0.622,0.057,489.876,250.688,5392.0,5244.0,10636.0,0.068,0.066
c428,celenzasultrigno,13.0,69.0,8.0,0.0,16.0,1.778,0.889,0.222,0.111,304.746,157.998,409.0,439.0,848.0,0.019,0.018
c429,celenzavalfortore,16.0,71.0,35.0,4.0,87.0,2.231,1.128,0.487,0.077,507.791,258.213,712.0,767.0,1479.0,0.059,0.057
c430,celico,18.0,78.0,76.0,13.0,178.0,2.0,1.056,0.326,0.124,457.144,260.951,1398.0,1362.0,2760.0,0.064,0.069
c432,cellamonte,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.157,61.448,251.0,244.0,495.0,0.0,0.0
c435,celladati,3.0,19.0,4.0,0.0,9.0,1.8,1.0,0.2,0.2,169.886,129.247,240.0,238.0,478.0,0.019,0.021
