codice_istat,Comune,Codice_Regione,Codice_Provincia,Nuclei_familiari_percettori_RDC_luglio_2020,Nuclei_familiari_percettori_PDC_luglio_2020,Individui_coinvolti_luglio_2020,Numero_componenti_per_famiglia,Numero_donne_per_famiglia,Numero_minori_<_18_anni_per_famiglia,Numero_anziani_>_75_anni_per_famiglia,Importo_medio_mensile,Dev.standard_importo_mensile,Uomini_residenti_al_1-1-2020,Donne_residenti_al_1-1-2020,Popolazione_residente_al_1-1-2020,Takeup,Takeup_donne
l056,tartano,3.0,14.0,0.0,2.0,3.0,1.5,0.5,0.0,0.0,422.925,537.408,108.0,87.0,195.0,0.015,0.011
l057,tarvisio,6.0,30.0,22.0,9.0,57.0,1.839,0.968,0.387,0.161,430.396,295.581,2144.0,2010.0,4154.0,0.014,0.015
l058,tarzo,5.0,26.0,16.0,16.0,49.0,1.531,0.969,0.188,0.375,293.479,222.131,2074.0,2188.0,4262.0,0.011,0.014
l059,tassarolo,1.0,6.0,4.0,0.0,7.0,1.75,0.5,0.5,0.0,546.02,92.04,322.0,291.0,613.0,0.011,0.007
l061,taurano,15.0,64.0,39.0,4.0,103.0,2.395,1.186,0.349,0.047,477.421,224.398,736.0,773.0,1509.0,0.068,0.066
l062,taurasi,15.0,64.0,75.0,6.0,164.0,2.025,1.025,0.383,0.049,504.213,234.641,1116.0,1122.0,2238.0,0.073,0.074
l063,taurianova,18.0,80.0,658.0,29.0,1783.0,2.595,1.348,0.608,0.023,499.339,248.212,7370.0,7748.0,15118.0,0.118,0.12
l064,taurisano,16.0,75.0,262.0,9.0,700.0,2.583,1.336,0.664,0.022,538.27,234.534,5565.0,5981.0,11546.0,0.061,0.061
l065,tavagnacco,6.0,30.0,57.0,14.0,144.0,2.028,1.085,0.507,0.127,473.078,300.716,7058.0,7780.0,14838.0,0.01,0.01
l066,tavagnasco,1.0,1.0,5.0,0.0,19.0,2.714,1.286,0.714,0.143,504.71,430.983,374.0,397.0,771.0,0.025,0.023
l067,tavarnellevaldipesa,0.0,0.0,13.0,4.0,42.0,2.471,1.294,0.588,0.0,463.854,342.038,0.0,0.0,0.0,0.0,0.0
l069,tavenna,14.0,70.0,13.0,0.0,28.0,2.0,0.714,0.5,0.0,491.606,262.701,302.0,341.0,643.0,0.044,0.029
l070,taverna,18.0,79.0,90.0,0.0,245.0,2.634,1.237,0.677,0.054,524.093,231.549,1284.0,1272.0,2556.0,0.096,0.09
l071,tavernerio,3.0,13.0,26.0,0.0,66.0,2.276,1.103,0.621,0.069,455.595,213.775,2764.0,2932.0,5696.0,0.012,0.011
l073,tavernolabergamasca,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.016,366.675,1029.0,996.0,2025.0,0.0,0.0
l074,taviano,16.0,75.0,301.0,22.0,755.0,2.337,1.226,0.56,0.034,547.55,254.858,5612.0,6106.0,11718.0,0.064,0.065
l075,tavigliano,1.0,96.0,5.0,0.0,7.0,1.4,0.8,0.0,0.0,537.148,285.619,461.0,463.0,924.0,0.008,0.009
l078,tavoleto,11.0,41.0,10.0,0.0,21.0,1.75,0.833,0.0,0.083,556.418,272.902,418.0,447.0,865.0,0.024,0.022
l081,tavullia,11.0,41.0,58.0,8.0,148.0,2.242,1.167,0.545,0.106,460.247,292.123,3952.0,3957.0,7909.0,0.019,0.019
l082,teana,17.0,76.0,12.0,0.0,30.0,2.143,0.857,0.5,0.071,438.526,221.931,260.0,302.0,562.0,0.053,0.04
l083,teano,15.0,61.0,372.0,22.0,949.0,2.409,1.239,0.536,0.051,535.119,259.522,5768.0,6052.0,11820.0,0.08,0.081
l084,teglio,3.0,14.0,28.0,8.0,83.0,2.306,1.056,0.722,0.083,558.166,308.848,2218.0,2279.0,4497.0,0.018,0.017
l085,teglioveneto,5.0,27.0,7.0,4.0,16.0,1.455,0.636,0.182,0.091,360.415,239.301,1143.0,1129.0,2272.0,0.007,0.006
l086,teleseterme,15.0,62.0,278.0,19.0,711.0,2.394,1.36,0.657,0.04,596.081,270.582,3714.0,3987.0,7701.0,0.092,0.101
l087,telgate,3.0,16.0,19.0,0.0,41.0,1.864,0.909,0.545,0.0,469.521,231.113,2626.0,2394.0,5020.0,0.008,0.008
l088,telti,20.0,90.0,37.0,10.0,80.0,1.702,0.894,0.277,0.106,438.08,220.013,1139.0,1135.0,2274.0,0.035,0.037
l089,telve,4.0,22.0,15.0,0.0,40.0,2.5,1.312,0.312,0.188,374.214,238.458,925.0,1005.0,1930.0,0.021,0.021
l090,telvedisopra,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,284.0,591.0,0.0,0.0
l093,tempiopausania,20.0,90.0,273.0,30.0,620.0,2.046,1.026,0.386,0.073,512.591,251.704,6833.0,6799.0,13632.0,0.045,0.046
l094,temù,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.783,60.536,568.0,556.0,1124.0,0.0,0.0
l096,tenna,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.96,175.773,516.0,537.0,1053.0,0.0,0.0
l097,tenno,4.0,22.0,6.0,0.0,12.0,2.0,1.0,0.333,0.0,392.495,327.552,973.0,1033.0,2006.0,0.006,0.006
l100,teolo,5.0,28.0,25.0,7.0,64.0,2.0,1.0,0.5,0.125,489.003,236.826,4428.0,4603.0,9031.0,0.007,0.007
l102,teora,15.0,64.0,46.0,7.0,102.0,1.925,0.849,0.245,0.075,412.172,242.998,725.0,721.0,1446.0,0.071,0.062
l103,teramo,13.0,67.0,772.0,74.0,1798.0,2.125,1.145,0.482,0.074,487.566,238.169,26065.0,27933.0,53998.0,0.033,0.035
l104,terdobbiate,1.0,3.0,10.0,0.0,26.0,2.6,1.4,0.7,0.1,573.587,317.239,235.0,229.0,464.0,0.056,0.061
l105,terelle,12.0,60.0,5.0,0.0,11.0,2.2,1.2,0.4,0.0,512.526,229.679,153.0,172.0,325.0,0.034,0.035
l106,terento/terenten,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.0,860.0,1779.0,0.0,0.0
l108,terlano/terlan,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2248.0,2294.0,4542.0,0.0,0.0
l109,terlizzi,16.0,72.0,535.0,71.0,1542.0,2.545,1.271,0.584,0.083,543.465,296.924,13066.0,13196.0,26262.0,0.059,0.058
l111,termenosullastradadelvino/traminanderweinstraße,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.0,1744.0,3460.0,0.0,0.0
l112,terminiimerese,19.0,82.0,1353.0,141.0,4009.0,2.683,1.378,0.69,0.066,617.993,299.089,12507.0,13086.0,25593.0,0.157,0.157
l113,termoli,14.0,70.0,630.0,64.0,1505.0,2.169,1.197,0.494,0.073,493.896,260.372,16193.0,16996.0,33189.0,0.045,0.049
l115,ternate,3.0,12.0,11.0,0.0,24.0,2.0,1.0,0.417,0.0,566.514,267.91,1247.0,1314.0,2561.0,0.009,0.009
l116,ternengo,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.895,351.595,132.0,138.0,270.0,0.0,0.0
l117,terni,10.0,55.0,2104.0,282.0,4861.0,2.037,1.132,0.458,0.088,497.632,274.76,52110.0,57893.0,110003.0,0.044,0.047
l118,ternod'isola,3.0,16.0,46.0,6.0,114.0,2.192,1.212,0.596,0.038,487.706,302.813,4019.0,3996.0,8015.0,0.014,0.016
l120,terracina,12.0,59.0,744.0,111.0,1798.0,2.103,1.139,0.402,0.124,488.861,258.872,21644.0,21734.0,43378.0,0.041,0.045
l121,terragnolo,4.0,22.0,4.0,0.0,10.0,2.0,0.6,0.6,0.0,392.988,271.778,372.0,338.0,710.0,0.014,0.009
l122,terralba,20.0,95.0,254.0,24.0,616.0,2.216,1.068,0.442,0.079,501.233,259.675,5052.0,4996.0,10048.0,0.061,0.059
l123,terranuovabracciolini,9.0,51.0,71.0,14.0,181.0,2.129,1.094,0.506,0.059,431.311,274.962,6014.0,6184.0,12198.0,0.015,0.015
l124,terranovadasibari,18.0,78.0,167.0,16.0,424.0,2.317,1.153,0.536,0.038,485.731,234.746,2375.0,2362.0,4737.0,0.09,0.089
l125,terranovadeipasserini,3.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,448.0,908.0,0.0,0.0
l126,terranovadipollino,17.0,76.0,15.0,0.0,29.0,1.812,0.812,0.625,0.0,569.554,157.931,528.0,575.0,1103.0,0.026,0.023
l127,terranovasappominulio,18.0,80.0,22.0,0.0,56.0,2.545,1.318,0.545,0.0,564.515,217.649,246.0,233.0,479.0,0.117,0.124
l131,terrasini,19.0,82.0,616.0,83.0,1799.0,2.574,1.349,0.639,0.089,580.811,300.734,6127.0,6263.0,12390.0,0.145,0.151
l132,terrassapadovana,5.0,28.0,10.0,0.0,26.0,2.6,1.1,0.6,0.0,640.2,256.577,1356.0,1324.0,2680.0,0.01,0.008
l134,terravecchia,18.0,78.0,24.0,0.0,52.0,2.167,1.25,0.5,0.0,488.534,229.387,318.0,343.0,661.0,0.079,0.087
l136,terrazzo,5.0,23.0,17.0,5.0,67.0,3.045,1.545,1.227,0.136,533.355,361.472,1043.0,1088.0,2131.0,0.031,0.031
l138,terricciola,9.0,50.0,41.0,9.0,106.0,2.12,1.04,0.38,0.14,483.135,236.643,2214.0,2272.0,4486.0,0.024,0.023
l139,terruggia,1.0,6.0,5.0,0.0,7.0,1.4,0.6,0.0,0.0,446.7,228.237,438.0,488.0,926.0,0.008,0.006
l140,tertenia,20.0,91.0,139.0,14.0,293.0,1.915,0.863,0.379,0.052,477.118,205.929,1949.0,1934.0,3883.0,0.075,0.068
l142,terzigno,15.0,63.0,779.0,45.0,2330.0,2.828,1.445,0.794,0.035,626.446,293.616,8968.0,8843.0,17811.0,0.131,0.135
l143,terzo,1.0,6.0,4.0,0.0,9.0,2.25,2.0,0.75,0.0,425.395,325.165,443.0,410.0,853.0,0.011,0.02
l144,terzod'aquileia,6.0,30.0,12.0,5.0,31.0,1.824,1.0,0.412,0.176,427.116,278.297,1364.0,1435.0,2799.0,0.011,0.012
l145,terzolas,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,335.0,650.0,0.0,0.0
l146,terzorio,7.0,8.0,6.0,0.0,9.0,1.5,0.833,0.333,0.0,466.653,51.056,114.0,119.0,233.0,0.039,0.042
l147,tesero,4.0,22.0,4.0,0.0,14.0,3.5,2.25,1.5,0.0,176.133,161.477,1473.0,1493.0,2966.0,0.005,0.006
l149,tesimo/tisens,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,1998.0,0.0,0.0
l150,tessennano,12.0,56.0,6.0,0.0,12.0,2.0,1.167,0.667,0.0,466.92,157.82,157.0,149.0,306.0,0.039,0.047
l152,testico,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.26,368.981,88.0,80.0,168.0,0.0,0.0
l153,teti,20.0,91.0,6.0,0.0,16.0,2.286,0.857,0.714,0.0,542.089,235.157,339.0,300.0,639.0,0.025,0.02
l154,teulada,20.0,111.0,37.0,5.0,64.0,1.524,0.619,0.167,0.071,430.275,204.464,1783.0,1656.0,3439.0,0.019,0.016
l155,teverola,15.0,61.0,736.0,64.0,2293.0,2.866,1.462,0.795,0.06,610.895,304.567,7161.0,7385.0,14546.0,0.158,0.158
l156,tezzesulbrenta,5.0,24.0,45.0,14.0,105.0,1.78,1.119,0.458,0.22,431.449,281.963,6391.0,6410.0,12801.0,0.008,0.01
l157,thiene,5.0,24.0,126.0,23.0,299.0,2.007,1.02,0.503,0.087,414.145,244.886,11560.0,12277.0,23837.0,0.013,0.012
l158,thiesi,20.0,90.0,54.0,5.0,137.0,2.322,1.305,0.559,0.102,492.033,297.44,1414.0,1436.0,2850.0,0.048,0.054
l160,tiana,20.0,91.0,16.0,0.0,40.0,2.222,1.222,0.389,0.111,503.531,231.743,236.0,227.0,463.0,0.086,0.097
l164,ticengo,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,214.0,418.0,0.0,0.0
l165,ticineto,1.0,6.0,22.0,5.0,45.0,1.667,0.852,0.185,0.074,459.423,276.686,649.0,693.0,1342.0,0.034,0.033
l166,tiggiano,16.0,75.0,49.0,0.0,123.0,2.412,1.235,0.608,0.02,574.474,208.001,1406.0,1403.0,2809.0,0.044,0.045
l167,tiglieto,7.0,10.0,6.0,0.0,9.0,1.125,0.625,0.125,0.125,435.078,249.298,271.0,245.0,516.0,0.017,0.02
l168,tigliole,1.0,5.0,10.0,0.0,20.0,1.818,1.0,0.545,0.0,427.025,186.118,850.0,861.0,1711.0,0.012,0.013
l169,tignale,3.0,17.0,6.0,0.0,9.0,1.5,0.667,0.333,0.167,481.188,137.604,576.0,633.0,1209.0,0.007,0.006
l172,tinnura,20.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.3,101.616,121.0,120.0,241.0,0.0,0.0
l173,tionedegliabruzzi,13.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.427,224.136,145.0,141.0,286.0,0.0,0.0
l174,tioneditrento,4.0,22.0,19.0,4.0,74.0,3.217,1.478,1.304,0.13,340.197,284.572,1796.0,1874.0,3670.0,0.02,0.018
l175,tirano,3.0,14.0,43.0,16.0,105.0,1.78,0.949,0.322,0.169,458.887,273.524,4301.0,4652.0,8953.0,0.012,0.012
l176,tires/tiers,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,532.0,1014.0,0.0,0.0
l177,tiriolo,18.0,79.0,117.0,10.0,285.0,2.244,1.047,0.504,0.055,505.661,249.264,1833.0,1896.0,3729.0,0.076,0.07
l178,tirolo/tirol,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.0,1222.0,2433.0,0.0,0.0
l180,tissi,20.0,90.0,77.0,5.0,158.0,1.927,1.012,0.378,0.049,510.413,265.759,1217.0,1166.0,2383.0,0.066,0.071
l181,tito,17.0,76.0,102.0,6.0,255.0,2.361,1.176,0.556,0.019,491.749,236.199,3603.0,3646.0,7249.0,0.035,0.035
l182,tivoli,12.0,58.0,1116.0,109.0,2838.0,2.317,1.237,0.587,0.057,538.611,274.778,26600.0,27766.0,54366.0,0.052,0.055
l183,tizzanovalparma,8.0,34.0,6.0,0.0,14.0,2.333,1.333,1.0,0.0,655.86,166.608,1083.0,1033.0,2116.0,0.007,0.008
l184,toano,8.0,35.0,30.0,0.0,76.0,2.303,1.152,0.606,0.03,538.151,304.917,2182.0,2114.0,4296.0,0.018,0.018
l185,toccocaudio,15.0,62.0,41.0,0.0,98.0,2.333,1.214,0.524,0.048,478.766,247.43,718.0,740.0,1458.0,0.067,0.069
l186,toccodacasauria,13.0,68.0,42.0,4.0,123.0,2.674,1.304,0.848,0.087,464.421,255.975,1225.0,1258.0,2483.0,0.05,0.048
l187,toceno,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.885,209.141,366.0,352.0,718.0,0.0,0.0
l188,todi,10.0,54.0,129.0,29.0,320.0,2.025,1.076,0.43,0.12,448.944,266.441,7540.0,8074.0,15614.0,0.02,0.021
l189,toffia,12.0,57.0,17.0,0.0,35.0,1.842,0.947,0.316,0.0,541.795,196.599,518.0,520.0,1038.0,0.034,0.035
l190,toirano,7.0,9.0,33.0,4.0,91.0,2.459,1.378,0.676,0.054,496.651,264.368,1299.0,1367.0,2666.0,0.034,0.037
l191,tolentino,11.0,43.0,132.0,26.0,331.0,2.095,1.063,0.43,0.12,420.853,249.959,9096.0,9676.0,18772.0,0.018,0.017
l192,tolfa,12.0,58.0,88.0,16.0,199.0,1.913,1.087,0.442,0.096,514.399,255.849,2500.0,2454.0,4954.0,0.04,0.046
l193,tollegno,1.0,96.0,34.0,5.0,83.0,2.128,1.077,0.59,0.0,459.668,233.752,1198.0,1265.0,2463.0,0.034,0.033
l194,tollo,13.0,69.0,54.0,7.0,130.0,2.131,1.082,0.607,0.082,459.711,220.26,1939.0,1979.0,3918.0,0.033,0.033
l195,tolmezzo,6.0,30.0,53.0,9.0,99.0,1.597,0.823,0.226,0.113,364.008,229.961,4855.0,5251.0,10106.0,0.01,0.01
l197,tolve,17.0,76.0,47.0,0.0,107.0,2.14,1.1,0.5,0.02,495.415,238.161,1566.0,1545.0,3111.0,0.034,0.036
l199,tombolo,5.0,28.0,20.0,9.0,67.0,2.31,1.138,0.586,0.207,420.502,298.059,4107.0,4201.0,8308.0,0.008,0.008
l200,ton,4.0,22.0,5.0,0.0,12.0,2.4,0.6,0.8,0.0,430.788,91.104,692.0,630.0,1322.0,0.009,0.005
l202,tonara,20.0,91.0,20.0,6.0,42.0,1.615,0.731,0.115,0.154,418.866,209.237,938.0,954.0,1892.0,0.022,0.02
l203,tonco,1.0,5.0,11.0,0.0,20.0,1.667,0.917,0.333,0.083,394.3,195.119,402.0,392.0,794.0,0.025,0.028
l204,tonengo,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.55,130.615,126.0,122.0,248.0,0.0,0.0
l205,toraepiccilli,15.0,61.0,20.0,0.0,52.0,2.476,1.286,0.667,0.0,596.348,290.741,400.0,434.0,834.0,0.062,0.062
l206,toranocastello,18.0,78.0,189.0,6.0,461.0,2.364,1.19,0.61,0.031,578.683,229.905,2247.0,2240.0,4487.0,0.103,0.104
l207,toranonuovo,13.0,67.0,13.0,0.0,41.0,2.562,1.312,0.812,0.0,457.994,314.806,753.0,788.0,1541.0,0.027,0.027
l210,torbolecasaglia,3.0,17.0,44.0,0.0,106.0,2.356,1.4,0.822,0.022,436.679,269.988,3228.0,3164.0,6392.0,0.017,0.02
l211,torcegno,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.04,96.11,350.0,336.0,686.0,0.0,0.0
l212,torchiara,15.0,65.0,51.0,0.0,139.0,2.623,1.283,0.604,0.057,553.872,254.678,894.0,945.0,1839.0,0.076,0.072
l213,torchiarolo,16.0,74.0,149.0,5.0,349.0,2.266,1.195,0.591,0.0,481.615,222.009,2576.0,2682.0,5258.0,0.066,0.069
l214,torelladeilombardi,15.0,64.0,46.0,0.0,105.0,2.188,1.188,0.521,0.042,498.07,266.546,1001.0,1015.0,2016.0,0.052,0.056
l215,torelladelsannio,14.0,70.0,10.0,0.0,17.0,1.417,0.5,0.167,0.0,488.867,199.495,376.0,349.0,725.0,0.023,0.017
l216,torgiano,10.0,54.0,55.0,10.0,122.0,1.877,1.0,0.354,0.108,446.796,253.429,3165.0,3296.0,6461.0,0.019,0.02
l217,torgnon,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.03,60.769,307.0,260.0,567.0,0.0,0.0
l218,torinodisangro,13.0,69.0,18.0,5.0,38.0,1.652,0.913,0.087,0.174,435.706,248.576,1500.0,1517.0,3017.0,0.013,0.014
l219,torino,1.0,1.0,19730.0,2542.0,47258.0,2.122,1.097,0.53,0.079,499.986,273.911,409442.0,448468.0,857910.0,0.055,0.055
l220,toritto,16.0,72.0,179.0,23.0,497.0,2.46,1.356,0.55,0.084,531.166,269.488,4011.0,4141.0,8152.0,0.061,0.066
l221,torlinovimercati,3.0,19.0,5.0,0.0,15.0,2.5,1.0,0.833,0.167,399.643,207.16,235.0,236.0,471.0,0.032,0.025
l223,tornaco,1.0,3.0,6.0,0.0,14.0,1.75,1.25,0.25,0.0,585.461,303.686,452.0,465.0,917.0,0.015,0.022
l224,tornareccio,13.0,69.0,19.0,0.0,39.0,1.95,0.9,0.3,0.05,497.927,194.137,838.0,843.0,1681.0,0.023,0.021
l225,tornata,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.677,267.337,253.0,201.0,454.0,0.0,0.0
l227,tornimparte,13.0,66.0,23.0,0.0,47.0,1.88,0.96,0.32,0.04,503.253,198.663,1520.0,1489.0,3009.0,0.016,0.016
l228,torno,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.435,436.78,550.0,584.0,1134.0,0.0,0.0
l229,tornolo,8.0,34.0,7.0,0.0,11.0,1.222,0.444,0.0,0.111,458.716,150.432,486.0,433.0,919.0,0.012,0.009
l230,toro,14.0,70.0,49.0,5.0,112.0,2.074,1.056,0.481,0.074,453.798,232.749,641.0,679.0,1320.0,0.085,0.084
l231,torpè,20.0,91.0,95.0,7.0,250.0,2.451,1.108,0.627,0.02,507.845,232.388,1422.0,1366.0,2788.0,0.09,0.083
l233,torraca,15.0,65.0,20.0,5.0,62.0,2.48,1.36,0.68,0.16,468.701,257.397,613.0,613.0,1226.0,0.051,0.055
l235,torralba,20.0,90.0,25.0,9.0,59.0,1.735,1.029,0.118,0.206,405.975,262.028,465.0,470.0,935.0,0.063,0.074
l237,torrazzacoste,3.0,18.0,12.0,0.0,22.0,1.571,0.643,0.286,0.071,421.771,257.258,793.0,812.0,1605.0,0.014,0.011
l238,torrazzapiemonte,1.0,1.0,21.0,0.0,41.0,1.708,1.042,0.25,0.042,460.535,218.758,1459.0,1512.0,2971.0,0.014,0.017
l239,torrazzo,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,99.0,203.0,0.0,0.0
l240,torrediruggiero,18.0,79.0,45.0,5.0,117.0,2.34,1.06,0.54,0.08,478.377,227.379,446.0,517.0,963.0,0.121,0.103
l241,torremondovì,1.0,4.0,5.0,0.0,14.0,2.333,1.333,0.667,0.167,273.518,186.191,249.0,240.0,489.0,0.029,0.033
l243,torrecajetani,12.0,60.0,46.0,8.0,100.0,1.852,0.926,0.389,0.111,499.959,261.274,683.0,666.0,1349.0,0.074,0.075
l244,torredisantamaria,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.145,11.109,371.0,379.0,750.0,0.0,0.0
l245,torreannunziata,15.0,63.0,2431.0,214.0,8213.0,3.105,1.651,0.923,0.064,611.854,289.732,19854.0,21501.0,41355.0,0.199,0.203
l246,torreano,6.0,30.0,7.0,0.0,18.0,2.25,1.0,0.75,0.25,318.395,253.768,1011.0,1072.0,2083.0,0.009,0.007
l247,torrecanavese,1.0,1.0,5.0,0.0,9.0,1.8,1.0,0.6,0.0,544.976,199.81,288.0,315.0,603.0,0.015,0.016
l248,torrebelvicino,5.0,24.0,22.0,0.0,50.0,2.0,1.04,0.48,0.08,502.791,332.69,2969.0,2894.0,5863.0,0.009,0.009
l250,torreberettiecastellaro,3.0,18.0,6.0,0.0,17.0,2.125,1.0,0.5,0.0,370.104,177.079,291.0,253.0,544.0,0.031,0.032
l251,torreboldone,3.0,16.0,47.0,14.0,119.0,1.951,1.18,0.508,0.098,356.443,252.205,4229.0,4545.0,8774.0,0.014,0.016
l252,torrebormida,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,79.0,165.0,0.0,0.0
l253,torrebruna,13.0,69.0,6.0,0.0,10.0,1.25,0.625,0.125,0.0,370.62,167.205,370.0,407.0,777.0,0.013,0.012
l254,torrecuso,15.0,62.0,54.0,4.0,125.0,2.155,1.121,0.397,0.052,521.549,233.129,1694.0,1663.0,3357.0,0.037,0.039
l256,torred'arese,3.0,18.0,6.0,0.0,16.0,2.0,1.0,0.25,0.25,561.044,354.413,487.0,442.0,929.0,0.017,0.018
l257,torrede'busi,3.0,16.0,11.0,0.0,26.0,2.167,0.917,0.833,0.0,580.344,290.312,1100.0,1081.0,2181.0,0.012,0.01
l258,torrede'picenardi,3.0,19.0,15.0,0.0,30.0,2.0,1.067,0.733,0.0,549.528,231.376,1038.0,1034.0,2072.0,0.014,0.015
l259,torredelgreco,15.0,63.0,3329.0,333.0,10339.0,2.823,1.54,0.735,0.071,624.381,312.538,40107.0,42937.0,83044.0,0.125,0.131
l262,torrede'negri,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.515,458.934,153.0,163.0,316.0,0.0,0.0
l263,torrede'passeri,13.0,68.0,54.0,10.0,141.0,2.203,1.141,0.469,0.156,432.354,273.19,1436.0,1536.0,2972.0,0.047,0.048
l265,torrede'roveri,3.0,16.0,4.0,0.0,14.0,2.8,1.2,0.4,0.2,438.146,352.728,1206.0,1239.0,2445.0,0.006,0.005
l267,torredimosto,5.0,27.0,36.0,4.0,111.0,2.775,1.375,1.0,0.1,392.109,277.039,2371.0,2429.0,4800.0,0.023,0.023
l269,torred'isola,3.0,18.0,10.0,0.0,20.0,1.818,0.909,0.182,0.0,504.367,185.24,1173.0,1224.0,2397.0,0.008,0.008
l270,torreglia,5.0,28.0,24.0,12.0,59.0,1.639,1.083,0.25,0.194,374.638,272.311,3030.0,3098.0,6128.0,0.01,0.013
l271,torregrotta,19.0,83.0,242.0,15.0,602.0,2.342,1.292,0.521,0.058,593.548,279.348,3443.0,3775.0,7218.0,0.083,0.088
l272,torrelenocelle,15.0,64.0,23.0,6.0,62.0,2.138,1.103,0.448,0.172,450.845,261.402,614.0,630.0,1244.0,0.05,0.051
l273,torremaggiore,16.0,71.0,382.0,24.0,1074.0,2.645,1.367,0.7,0.037,541.227,259.766,8284.0,8483.0,16767.0,0.064,0.065
l274,torreorsaia,15.0,65.0,47.0,8.0,142.0,2.582,1.418,0.764,0.091,476.549,311.852,1014.0,1059.0,2073.0,0.068,0.074
l276,torrepallavicina,3.0,16.0,8.0,0.0,16.0,1.778,1.0,0.444,0.0,509.237,185.504,560.0,544.0,1104.0,0.014,0.017
l277,torrepellice,1.0,1.0,93.0,22.0,218.0,1.896,0.904,0.357,0.148,459.136,276.468,2163.0,2334.0,4497.0,0.048,0.045
l278,torresangiorgio,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,378.0,732.0,0.0,0.0
l279,torresanpatrizio,11.0,109.0,12.0,0.0,34.0,2.267,1.533,0.667,0.133,527.634,293.355,965.0,990.0,1955.0,0.017,0.023
l280,torresantasusanna,16.0,74.0,219.0,7.0,582.0,2.575,1.305,0.646,0.022,509.652,239.738,4984.0,5278.0,10262.0,0.057,0.056
l281,torresina,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,46.0,0.0,0.0
l282,torretta,19.0,82.0,192.0,22.0,607.0,2.836,1.509,0.893,0.07,655.879,305.763,2078.0,2128.0,4206.0,0.144,0.152
l284,torrevecchiateatina,13.0,69.0,40.0,0.0,101.0,2.405,1.31,0.714,0.048,508.135,235.813,2073.0,2089.0,4162.0,0.024,0.026
l285,torrevecchiapia,3.0,18.0,18.0,4.0,47.0,2.136,1.091,0.682,0.091,518.86,251.752,1784.0,1728.0,3512.0,0.013,0.014
l286,torriinsabina,12.0,57.0,12.0,0.0,18.0,1.286,0.643,0.143,0.071,424.528,209.663,614.0,597.0,1211.0,0.015,0.015
l287,torridelbenaco,5.0,23.0,4.0,0.0,7.0,1.75,0.5,0.25,0.25,452.23,256.208,1469.0,1561.0,3030.0,0.002,0.001
l290,torrice,12.0,60.0,98.0,14.0,253.0,2.259,1.161,0.473,0.089,526.037,283.597,2359.0,2386.0,4745.0,0.053,0.054
l291,torricellapeligna,13.0,69.0,22.0,0.0,38.0,1.52,0.88,0.32,0.08,440.296,242.802,576.0,663.0,1239.0,0.031,0.033
l292,torricellaverzate,3.0,18.0,7.0,0.0,21.0,2.1,1.3,0.3,0.2,598.082,360.895,403.0,417.0,820.0,0.026,0.031
l293,torricellainsabina,12.0,57.0,31.0,6.0,71.0,1.919,0.973,0.27,0.054,522.232,215.203,679.0,648.0,1327.0,0.054,0.056
